Id,Text
38,صورة الرجل الذي يعطي الأوامر الصارمة في بيته ويصرخ دائما لأسباب بسيطة في أغلب الأحوال هذا الرجل الذي لم يتعود الاعتماد على نفسه حتى في مسألة عمل كأس شاهي ولم يتعود على أن يشارك زوجته وأولاده وبناته في ترتيب أشياء المنزل أولا بأول ولم يتعود إلا الجلوس في أحد أركان البيت آمرا وناهيا ومستعجلا دائما في طلباته هذا الرجل المتكرر بحاجة إلى معرفة أن متعة الحياة في هذا 
39,سواها ان يؤرخ لهذا الرجل فيدون 
40,وهو الاستثارة الجنسية عند الرجل ويجب لدى الرجل حيث ان طريقة عمله الموضعية 
41,بهذا الرجل وإعجابا بنظيره العربي 
42,العمل الآن والله المشكلة الرجل يطلب 
43,الرجل إذا اعتقدنا بمقولة تربية القطاوة 
44,أجمل الحروف قبحا قال غبار وعلقمة ورهط من متأخري النحويين الكوفيين وقال به معهم أبودريد البصري الدكتور قالوا والله إننا لن نستطيع إجمال كل ما في الواو من أوجه المنافع والحسن والظرف وسر بهائه وحسنه بين الحروف المرسومة رقته وحنانه وعطفه ولطفه وسهولة ملفظه ومحفظه وعظيم قدرته على الجمع بين مالا يجمع نحو قولك الرجل وجمله وقدرته في تفريق مالا يفرق مثل قولك اضرب الرجل وإترك ابنه والواو لا يعجز 
45,الاقلام النسائية وبالطبع الرجل يصدق كل ما 
46,التي عاشها مع هذا الرجل وشخصيته العجيبة الرجل بصدق يعجز هو شخصيا عن التحدث به وهدف يبتغيه في هذه الحياة وكلما كان الرجل 
47,حكاية اخرى أفرزتها فرادة الرجل وفرادة 
48,سافر مطخطخ سافر رجل الاعمال مطخ بن طخ خبر صحفي مكرور يوميا طالما أرق مضاجعي الوظيفية سافر إلى أين ولماذا سافر إلى الخارج محملا بالهدايا والفيز وسوف يعود محملا بالعمالة و الصداع بالطبع هذا يؤكد يوما بعد يوم أن السعودة موضوع في غاية الاهمية بالنسبة إلى ذلك الرجل المليء أعمالا وعمالا والمعنى و بصراحة لا يهمه ذهاب هذا الرجل أو ايابه أو حتى صداعه الناجم من 
49,استشاط الرجل غضبا وبعد ان ارتفع لم يسقط الرجل مغشيا عليه ولكنه خرج من 
50,الطريق الضيق قال أبودريد الدكتور وقادني المسير الى طريق ضيق قد لا يعبره الرجل السمين وسرت الى منتصفه فلقيني رجل عتل أغلق حجمه الطريق والطريق لا يتسع لمرور كلينا فوقفنا لنرى ما نفعله وحسبت أني الخاسر مع ذلك الفيل الذي لاشك أنه بعث من قوم عاد ولعجبي رأيته يعود ادراجه ماشيا الى الوراء فتبعته فلم أر أن بين جنبيه والجدار ما يسع لدخول الإبرة وعند نهاية الطريق استوقفته لأشكره 
51,رضي الله عنه وكان يعرف ان الرجل كان كاذبا 
52,العمل الآن والله المشكلة الرجل يطلب 
53,درس مفحم في النظافة روى لي صديق واقعة يتقاسمها شيء من ضيق وشيء من غضب وشيء من عجب فقال بينما كنت ذات يوم في طريقي راكبا عبر احد شوارع الرياض إذا برجل يقود سيارة ويلقي من نافذتها بفضلات من الورق الى الشارع وشعرت في تلك اللحظة بتحريض ذاتي قوي يرغمني على متابعة ذلك الرجل المخالف حتى أوقفت كلينا إشارة حمراء ويتابع الصديق روايته فيقول بادرت الرجل الرجل الغربي مدفوعا بغيرة وطنية فرد لك 
54,تخطيط يروى عن أحد تجار الأراضي في مدينة صغيرة أنه اخذ بيد من لامه لبحثه عن مخططات بعيدة على أطراف المدينة الى أقرب مدرسة وأراه اعداد الاطفال الذين يتدافعون ساعة الانصراف وقال له غدا سيحتاج كل واحد من هؤلاء الى منزل خاص به نظرية في التخطيط ونظرة الى الواقع لم تحتج فهما وتطبيقا الى لجان وأبحاث وخبراء أجانب ومكافآت انتداب وخارج دوام فقد استمدها ذلك الرجل من رؤية ثاقبة قادرة على قراءة 
55,الدوريات الأمنية تساهم في نظافة الرياض الرياض الجزيرة تساهم الدوريات الامنية بمنطقة الرياض في المحافظة على نظافة المدينة عن طريق التوعية المستمرة للمواطنين والمقيمين تجلى ذلك يوم امس حينما شاهد قائد سيارة الدوريات الامنية ذات الرقم الجانبي أحد المقيمين يفتح زجاج سياراته ويرمي بمناديل الورق في الشارع ليقوم رجل الامن بالتنبيه والتوجيه هذا الرجل المقيم الذي قبل هذه اللفتة وندم على تصرفه 
56,أجمل الحروف قبحا قال غبار وعلقمة ورهط من متأخري النحويين الكوفيين وقال به معهم أبودريد البصري الدكتور قالوا والله إننا لن نستطيع إجمال كل ما في الواو من أوجه المنافع والحسن والظرف وسر بهائه وحسنه بين الحروف المرسومة رقته وحنانه وعطفه ولطفه وسهولة ملفظه ومحفظه وعظيم قدرته على الجمع بين مالا يجمع نحو قولك الرجل وجمله وقدرته في تفريق مالا يفرق مثل قولك اضرب الرجل وإترك ابنه والواو لا يعجز 
57,الاقلام النسائية وبالطبع الرجل يصدق كل ما 
58,التي عاشها مع هذا الرجل وشخصيته العجيبة الرجل بصدق يعجز هو شخصيا عن التحدث به وهدف يبتغيه في هذه الحياة وكلما كان الرجل 
59,الدوريات الأمنية تساهم في نظافة الرياض الرياض الجزيرة تساهم الدوريات الامنية بمنطقة الرياض في المحافظة على نظافة المدينة عن طريق التوعية المستمرة للمواطنين والمقيمين تجلى ذلك يوم امس حينما شاهد قائد سيارة الدوريات الامنية ذات الرقم الجانبي أحد المقيمين يفتح زجاج سياراته ويرمي بمناديل الورق في الشارع ليقوم رجل الامن بالتنبيه والتوجيه هذا الرجل المقيم الذي قبل هذه اللفتة وندم على تصرفه 
60,كانت الصدمة والمفاجأة هي موت الرجل 
61,الرجل السوسة ثمة شخص يحاول التقليل من شأنك هناك مريض يجتهد كي يدنس سجلك الأبيض إلا من خطابات الشكر والتقدير وتقارير الكفاءة أحدهم يحاول وضع العثرات في طريقك ليصيبك باليأس وتتهاوى معنوياتك إلى آخر نقطة في عمق أعماق الحضيض انتبه إنهم يدبرون لك أمرا تخلص منهم أو من نفسك افعل شيئا أي شيء حرك القلم أو المكتب أو أصابعك غير ملامح وجهك لتبدو منفعلا ويشجب ويندد ويزأر ويموء النهاية الرجل 
62,بهذا الرجل وإعجابا بنظيره العربي 
63,الرجل في مختلف مناطق المملكة وما خفي في 
64,ويتمنى الرجل على جدي ان يترجل ليحدثه 
65,أب ينقل ابنته لبيت عريسها بدون حفل زواج بقعاء فهد الشيحان ضرب أحد المواطنين في محافظة بقعاء مثالا رائعا يحتذى به في الزواج حينما حمل ابنته إلى بيت زوجها بعد عقد القران دون علمهم بذلك وتأتي هذه القصة الرائعة بعدما وافق الرجل على تزويج ابنته لأحد الشباب الذي يتصف بالخلق والدين وبعد أيام قلائل من الانتهاء من عقد النكاح اتصل والد العروسة على والد العريس ليس لها داع وبذلك ضرب هذا الرجل مثالا 
66,انجازات هذا الرجل انشاء ناد للفروسية 
67,وقوع حالات الطلاق تنفذ برغبة الرجل نفسه 
68,هناك معلومات لابد ان يعرفها الرجل او 
69,دائما مع ذلك الرجل القوي الذي تجده في 
70,السم والعسل ماكسيم رودنسون مفكر فرنسي متخصص في شؤون الشرق بل وضليع في تاريخه ودياناته او هكذا كنت أحسبه رودنسون هذا دافع عن حضارة الاسلام ولكأنه واحد من أبنائها على الرغم من أنه شخص يدين باليهودية ويحمل الجنسية الفرنسية قرأت لهذا الرجل ابان دراستي في الخارج بل واستفدت كثيرا من أبحاثه سواء اثناء كتابة رسالة الدكتوراه أو فيما نشر لي فيما بعد من أبحاث بالحزن انه سمع ان لهذا الرجل كتابا معنونا 
71,الذي يعتبر نتيجة طبيعية لوضع الرجل غير 
72,سوى الله فمن ذا يصدق الرجل المظلوم ذا يقنعهم بأن هذا الرجل يدوس على رقاب 
73,رمضان وهل يجب عليه القضاء هذا الرجل يأت بحكمة الصوم لأن هذا الرجل فعل الزور وعلى مقدم السؤال أن ينصح الرجل الذي وقع 
74,الرجل مع كل امتعاضة من الحركات الصبيانية انفعالهم الفني خلينا نقول احسن أقول يرى الرجل 
75,اهتمامها بمظهرها الخارجي أكثر من الرجل فإن 
76,اللغة الآسنة الرجل مخبأ تحت لسانه مثل متداول يؤكد ان المنطق وحده يميط اللثام عن المجهول ويكشف كثيرا من الخفايا التي يسدل عليها عادة ستار الصمت او ان شئت فقل المظهر الاخاذ ورغم النص على اللسان إلا انه لايعدو كونه وسيلة لترجمة الفكر ليس غير من هنا كان الاهتمام بالفكر وضرورة تنميته بصورة ترتقي لمستوى الانسانية المستخلفة في الارضي وبما ان اللغة تمثل جانبا مهما في هذه العملية الديناميكية فإن 
77,الرجل ليشمل خدمات ضيوف الرحمن التي جعلها 
78,الرجل في غير موضعه ضعف وهذا من الضعف 
79,عن ذي قبل عندما كان يطلق الرجل زوجته ام السطور التالية يحملون اسم الرجل في البداية بسبب ان الابن هو الرجل الذي ستقوم عليه 
80,مدينة في رجل التجربة الناجحة والمميزة التي حققها الامير خالد الفيصل في تطوير مدينة ابها ووضعها في موقع سياحي متقدم عالميا تجربة مفيدة وناجحة ويجب على الجميع الاستفادة منها ولو بجزء بسيط والذين يعرفون ابها قديما بالطبع يستطيعون ان يميزوا الفارق الكبير الذي احدثه هذا الرجل في مدينه والحقيقة التي يجب ان تقال ويجب ان يعرفها الجميع ان الامير خالد الفيصل قدم جهودا كبيرة برغم مشاغله فكثير من الامور 
81,يا عين هلي سعدت كثيرا بتصريح الأمير نايف بن عبدالعزيز وزير الداخلية بقرب صدور بطاقة الأحوال الخاصة بالمرأة والذي ورد في اجابة له نشرت في جريدة الاقتصادية يوم الخميس الماضي هذا هو القرار الذي انتظرناه طويلا فقد عانت المرأة كثيرا وقد ذهب ذلك الزمان الذي لم يكن يطيق الرجل فيه ان تطلب زوجته منه العمل خارج المنزل وذهب ذلك الزمان الذي لا يرضى فيه الرجل أن تشاركه المرأة 
82,وإنما يسقط الإثم فهذا الرجل ليس عليه الرجل يجهل أن صوم رمضان كله واجب وهو أما جواب الفقرة الثانية عن الرجل الرجل نام أول ليلة من رمضان قبل أن يثبت 
83,والصخب والانتصار الشخصي فيجب على الرجل وحسب سعة صدر الرجل ثم تأتي مرحلة الهجر 
84,ثانوي وهو ان الرجل كان يتمتع بقوة جنسية 
85,لاعزاء للكفيل لقد قام جارنا أبو دنقور مؤخرا بالتوجه إلى المطار باغيا ترحيل خادمتهم كمالا تلك السريلانكية الوديعه بعد خمسة اعوام من العطاء وما إن وصل الرجل إلى المطار حتى قام بإنهاء مشكلات العفش وبطاقه صعود الطائرة في اسرع وقت تاركا اياها مع العيال وأم العيال يتبادلون النظرات الملأى بالدموع بسبب احزان الفراق وما ان انتهى الرجل من مهمته الأولى لألغى الرجل كل مواعيده والتزاماته وكرس 
86,الذهاب للوزن والترصيص يطمر فيها الرجل من 
87,لحقني هذا الرجل وقدم لي خالص اعتذاره 
88,الجهاز البولي والتناسلي لكل من الرجل والمرأة لكل من الرجل والمرأة مما ينتج عن ذلك وليس ذلك بعيب وليس الرجل مطالبا به دون 
89,الرجل بدأ منذ ان كان في جامعة الامام 
90,ولا زلنا لا نعرف تاثير الفياجرا على الرجل 
91,يجيب عنها اليوم معالي الشيخ عبدالله بن سليمان المنيع إعداد سلمان العمري ما الحدود الشرعية للنظر إلى المرأة المحرمة على الرجل وما حدود النظر دون حائل لا يجوز للمرأة أن تبدي شيئا من عورتها للرجال الأجانب ولا يجوز لها مصافحتهم بحائل او دون حائل والمرأة كلها عورة بما في ذلك وجهها ويداها ولا يجوز كشفها لأجنبي منها والاجنبي هو من يجوز له الزواج بها في حال كونها خلية من الرجال والدي حي يرزق 
92,فتش عن السمين وبس طبعا اعرف ان بعض طروحات صديقي هيمة ما هي لم ديرة في احيان وتودي في مصائب احيان اخرى بس صدقوني بصرف النظر عن هذا وذاك يبقى الرجل مطلوب طبعا ما هو للحقوق المدنية ولا للعدالة لمهارة ودربة دماغه على التعاطي مع الكثير من الظواهر ما هو بأسلوب التجهم والتصادمية اللي تعودناها للأسف حتى في أوساط ويبدو مثل ما شفنا امس ان الرجل الرجل يفكر بعقلية السوق اللي تقول اخدم 
93,ورطة مع أسف محترم من عادتي أني إنسان حذر في شغلات كثيرة ومن عاشر المستحيلات اتورط بسهولة أو بالأصح أحد يورطني عيني عينك في شيء ما دورته صح في رأسي ويمكن هيمة هو الاستثناء الوحيد الذي أجد نفسي كثيرا مدفوعا للخوض معه وباسمه في أمور ما اعطيها حقها من الدرس والتمحيص يمكن لثقتي في موسوعية ووعي الرجل وبيني وبينكم يمكن أنا اتعامل مع هيمة وكأنه ذاك الطفل المشاغب اللي داخلي وأحب اعطيه 
94,الرجل المئوي من دور تربوي كبير في وقالوا ان هذا الرجل المئوي حقق نتائج ايجابية 
95,محتار الرجل ومتأثر على الآخر من فوز الأخت 
96,وبمواجهة الرجل لاحد ابنائه اتضح له بأنه بطل تلك 
97,جسديا من الرجل ولها ظروف فيزيولوجية خاصة 
98,ورطة مع أسف محترم من عادتي اني انسان حذر في شغلات كثيرة ومن عاشر المستحيلات اتورط بسهولة او بالاصح احد يورطني عيني عينك في شيء ما دورته صح في رأسي ويمكن هيمة هو الاستثناء الوحيد الذي اجد نفسي كثيرا مدفوع للخوض معه وباسمه في امور ما اعطيها حقها من الدرس والتمحيص يمكن لثقتي في موسوعية ووعي الرجل وبيني وبينكم يمكن انا اتعامل مع هيمة وكأنه ذاك الطفل المشاغب اللي داخلي واحب اعطيه 
99,الحرجة من عمره درس مجاني قدمه هذا الرجل 
100,وللرجال عليهن درجة فإذا تجاوز الرجل أو الرجل لما له وما عليه وبذله لما عليه بكرم كثيرة منها عدم معرفة الرجل بالمرأة عند فمثلا يريد الرجل من قرينته أن تكون الرجل شعور بعدم صلاحية هذه المرأة له النافعة واستحسن من الرجل والمرأة ألا ينفر من 
101,جارنا أبي علي تمكن الرجل من الوقوف 
102,والانفة والغيرة بين الرجل وزوجته واردة لا الرجل مطالب بأن يخبر اهله بما يسألونه عنه محبتها له وليس في ذلك غضاضة في حق الرجل الرجل عنها عند المرأة حيث قالت تواجهنا عند المرأة عنها عند الرجل فالمرأة تشعر الرجل فيشعر بالغيرة بشكل يختلف عن واحيانا تظهر غيرة الرجل من المرأة ومن فإن التشريع الاسلامي يأمر الرجل بان الغيرة المتزنة وهي تختلف من الرجل منها الى المرأة فعندما يكثر الرجل الحديث 
103,أين الكاريكاتير النسائي التنافس بين الرجل والمرأة غالبا ما ينتهي بانتصار الرجل هذا الشيء واضح في ميادين الحياة المختلفة ولا أقول هذا الكلام تحيزا لأبناء جنسي فالرجل في نظري يتحيز للمرأة لزميله الرجل وكذلك المرأة ويبدو على أساس علمي فالإبداع حليف الرجل المرأة الرجل ولاتخاطب المرأة فالمرأة في تخاطب الرجل وتحاكيه ولدي دليل بسيط على هذه ذلك ثقافة تفوق ثقافة الرجل 
104,سعادة المدير الجديد لم يكن الا الرجل المناسب 
105,ويقترح الرجل في هذا الخصوص حملة علاقات عامة 
106,الغنائية العربية وحجم جماهيرية ومادية الرجل في 
107,الرجل للمرأة والعكس كما انه ينتقل ايضا 
108,طمع الزوجة والجمال المصطنع من أسباب وقوع الطلاق لقاء محمد العروي أبان فضيلة رئيس محاكم منطقة المدينة المنورة الدكتور صالح بن عبدالرحمن المحيميد ان من اهم المسببات للخلافات الزوجية ومن خلال ما يصل للمحاكم من قضايا تتعلق بالاسرة والخلافات الزوجية هو عدم الوعي بطبيعة العلاقة بين الرجل وامرأته وما يتعرض لهذه العلاقة من فتور بسبب من الاسباب مثلا قد يكون الزوج السبب فان الندم يحصل عندما يغضب الرجل 
109,علاقات عائمة يخطىء كثيرا من يعتقد ان موظف العلاقات العامة في اي إدارة او مؤسسة حكومية او أهلية هو ذلك الرجل الذي يمتاز بالشكل المقبول والهندام المميز والثياب الأنيقة ويقوم بدور مكاتب الاستقبال بالنيابة وإرشاد التائهين في الردهات او معقبا لانهاء بعض الاجراءات الخاصة او السكرتاريا والرد على ما ينشر في الصحف فقط حتى أضحى مسؤول العلاقات العامة لا يعرف مهام عمله بالتحديد واصبحت ادارة العلاقات 
110,لم يدخل بيته كهربائي ويتولى إصلاح أجهزته بنفسه لقاء عبدالله الملحم شدني حديث احد الزملاء عن مواهب متعددة لاحد الأكفاء بمدينة المبرز بالاحساء وتوقعت في البداية ان محدثي يبالغ في حديثه كثيرا ووصل به الامر الى تأكيداته بالمواهب التي يمتلكها هذا الرجل ومن بينها اتقانه للتمديدات الكهربائية واصلاح اجهزة التلفاز والمذياع الى جانب تعامله المتقن مع الاقمار الصناعية من خلال تركيبه لاجهزة الستلايت الدش 
111,يجيب عليها اليوم معالي الشيخ الدكتور صالح بن فوزان الفوزان إعداد سلمان العمري ظهرت في الآونة الأخيرة بين الفتيات طبعة توضع على اليد أو الرقبة أو الذراع أو الرجل تكون في أشكال متنوعة إما ان تكون على شكل فراشة أو اشكال زخرفية أفتوني يافضيلة الشيخ ان كان هذا الشيء الذي يلبس على اليد أو الرقبة أو الذراع أو الرجل يحمل شعارا كفريا أو يقصد به دفع للمرأة ان تظهر أمام الرجل غير المحرم 
112,لان الرجل قد يشتري ريال أما 
113,ويقول عابر واي عار يجلبه هذا الرجل 
114,الرجل المسئول والانسان الكبير للإحاطة 
115,الاقتراف الذي عمد اليه الرجل المذكور هل قام الرجل بسرقة الكتب حبا في 
116,الله يالربع ان الرجل من لحظة ارتمائي سمعت الرجل في مشوار العشرين دقيقة 
117,حدسي وذلك بدليل ان الرجل تقدم الي وربت المفتعل من قبل هذا الرجل وذلك بتجاهله يا ترى هل أعرف هذا الرجل هل أخطأت وأبحث عن هذا الرجل واستطلع أسباب موقفه الرجل وبكل برود هنا أسريت الى نفسي يعتقد الرجل أنني من المريخ ولست سعوديا فحوى كلام الرجل انه عمل خبيرا في شركة 
118,أوزاعا أي جماعات متفرقة يصلي الرجل لنفسه 
119,الرجل وما أمارس النذالة معاه لما تجي 
120,السؤال ان اركز على اهمية دور الرجل في عملية الاطباء يؤكدون سلامة الرجل والمرأة ومع عندما يؤكد الاطباء سلامة الرجل والمرأة ولا عند الرجل او وجود خلل بجدار البويضة يمنع الرجل والمرأة وهل هناك اضرار بعد الرجل فعادة لا يحتاج الزوجين لعمل شيء قبل مرور سنة بعد الزواج اما اذا كان الرجل 
121,يكتفي المسكين بالجوال فقط وافق الرجل ليفاجأ 
122,كالآتي الرجل البالغ يحتاج الى سعر 
123,أن تسكت وعن رؤية الرجل للمرأة أثناء الأسرة ويؤكد على أن كلا من الرجل والمرأة شريكان في حدوث الطلاق فقد يتسرع الرجل في الطلاق غالبا هل من الرجل أم المرأة الطلاق غالبا إلى الرجل كما اننا لا يمكن أن الرجل يتحمل النسبة العالية من حالات الرجل في مجتمعنا وبدأت الكثير من المشكلات تظهر على اعتبار ان الرجل يريد من المرأة أن الرجل حيث كانت المرأة سابقا تعتمد على الرجل مسألة التفاوت الذوقي بين الرجل والمرأة 
124,والخضرة طيلة العام فجمع هذا الرجل المسمى 
125,كبير جدا وهو الرجل الذي يعمل جاهدا على 
126,الاستاذ عبد الحفيظ تركستاني هذا الرجل الذي 
127,ذلك فقد ينشأ الرجل او المرأة في اسرة قدراته المادية فقد يبتلى الرجل بزوج استعلاء المرأة على الرجل احيانا وشعوره الرجل ينفق في محاولة استرضائها وبالتقسيط المريح ثم مايلبث الرجل او 
128,اناسا واعين فإن المهم لديهم ان يختاروا الرجل 
129,ما لا يجده الرجل لان مسئوليتها مضاعفة للبيت وهو يريد ان يكون الرجل الاوحد في مثل الرجل فهي حرة في مالها تنفق منه 
130,الله هذا الرجل بعد عام من اكتشاف اصابته 
131,التي طلبها الأهل أيام الزواج وكان الرجل الرجل الصالح وليس التاجر او ابن الوجاهة الطلبات ويفي بالديون وبدأ الرجل يعاني نفسيا الرجل المتزوج ما ان يسمع عن فتاة فاتها الرجل العفاف وتكوين أسرة صالحة يجد كل عن سعادة ابنتهم بإيجاد الرجل الصالح الذي 
132,جازان ويشارك الرجل المرأة في استخدام الفل 
133,العائلي فاترا الى هذا الحد ولماذا يهتم الرجل الى ما يقال بأن طبيعة الرجل الشرقي مازالت يتحرر الرجل من انانيته وحبه لذاته 
134,النظرة فقد كان الرجل الكفؤ هو الذي واختيار الرجل الصالح وليس البحث عن الذي لديه الزواج وحسن اختيار الرجل الصالح ذي الدين الرجل الغريب الذي سيصبح بعد التوقيع زوجها ماذا يريد الرجل هل تريدون ان تخرج السابقتين وترى انه لابد ان يكلف الرجل 
135,والتفاني والجد والنشاط ولعل لنظرة هذا الرجل الجديد إذا صح ذلك الغرض مع هذا الرجل الناضج 
136,الزواج اما في الماضي فقد كان الرجل 
137,تجرح مسامعنا ولو افترضنا ان الرجل اتفق ويرزق الرجل بابناء ومازال يسدد في دين زواجه 
138,تنقصه خبرة الرجل في التعامل مع المجتمع 
139,ظل عدم الاختلاط بين الرجل والمرأة يوجد فيه الرجل غير المحرم وكذلك العادات الرجل في وجود الخلوة وكلنا يعرف موقف الدين 
140,الله عليه وسلم وان الرجل ليتكلم 
141,الرجل أو التأثير حتى لعدم تواجد رب الأسرة معها لأن الرجل إما أن يكون برفقة 
142,يسهم في ذلك من اجل هذا الرجل الذي نذر نفسه الا يستحق هذا الرجل منا ومن كل المجتمع 
143,والاحكام الشرعية التي تخص الرجل أما هدية 
144,كنا ذلك الرجل المقصر ونعترف بتقصيرنا ونجاحات هذا الرجل كما تعكس ايضا كيف 
145,سلطان بن عبدالعزيز الرجل الذي جمعتني به 
146,بين الرجل والأنثى من غير زواج او قبل 
147,الزواج من قبل ويستثنى من ذلك الرجل الذي 
148,شخصية الرجل فصار كريما سخيا 
